10.8641917	10.8641917	16.0853019	16.0853019
15.0664411	15.0664411	0	0
7.454897868	7.454897868	8.362125116	8.362125116
22.49895807	22.49895807	4.105208278	4.105208278
37.37699136	37.37699136	25.72920875	25.72920875
7.542388222	7.542388222	8.608493445	8.608493445
14.84488485	14.84488485	8.497510603	8.497510603
15.07039831	15.07039831	4.239965063	4.239965063
29.99863505	29.99863505	3.45032226	3.45032226
17.13357018	17.13357018	0	0
22.26181831	22.26181831	16.35189536	16.35189536
17.91254288	17.91254288	25.04468534	25.04468534
18.36929511	18.36929511	18.66452685	18.66452685
15.70164682	15.70164682	8.525128235	8.525128235
29.33882128	29.33882128	25.07901121	25.07901121
23.11792098	23.11792098	16.3203012	16.3203012
22.4305459	22.4305459	23.0623363	23.0623363
22.31369343	22.31369343	11.92618426	11.92618426
21.57348844	21.57348844	16.41047994	16.41047994
19.00308126	19.00308126	10.2821934	10.2821934
22.35305956	22.35305956	8.63726182	8.63726182
0	0	12.9411676	12.9411676
18.41434237	18.41434237	12.87520694	12.87520694
15.05900374	15.05900374	18.90982662	18.90982662
7.417297137	7.417297137	12.722603	12.722603
7.44335606	7.44335606	8.729432655	8.729432655
0	0	16.45740739	16.45740739
22.70605651	22.70605651	13.00918131	13.00918131
18.37627372	18.37627372	14.35886128	14.35886128
14.97639705	14.97639705	20.71372483	20.71372483
37.45872362	37.45872362	8.612308855	8.612308855
17.99688151	17.99688151	23.12817705	23.12817705
14.98467071	14.98467071	36.10090738	36.10090738
29.82240329	29.82240329	16.49462413	16.49462413
18.1611755	18.1611755	4.046142206	4.046142206
46.34659233	46.34659233	21.58781918	21.58781918
28.29193275	28.29193275	8.587217059	8.587217059
22.51716657	22.51716657	17.22016549	17.22016549
22.9358255	22.9358255	20.67152215	20.67152215
22.2017384	22.2017384	27.74708872	27.74708872
22.65831443	22.65831443	17.20086969	17.20086969
22.56231609	22.56231609	55.65500024	55.65500024
29.92770236	29.92770236	21.40261677	21.40261677
15.38116625	15.38116625	14.59590357	14.59590357
30.02415951	30.02415951	21.13096619	21.13096619
40.23142133	40.23142133	23.26002882	23.26002882
30.38763432	30.38763432	8.502879881	8.502879881
22.36629972	22.36629972	27.49141695	27.49141695
22.63587096	22.63587096	14.64911737	14.64911737
15.17522973	15.17522973	4.368319202	4.368319202
0	0	12.89385812	12.89385812
15.11363836	15.11363836	13.79173828	13.79173828
15.06666066	15.06666066	25.90489939	25.90489939
63.55462903	63.55462903	58.56026943	58.56026943
54.75366203	54.75366203	74.00476907	74.00476907
48.39239856	48.39239856	64.43555069	64.43555069
37.77616558	37.77616558	75.41615032	75.41615032
40.85679416	40.85679416	85.46992123	85.46992123
37.59636411	37.59636411	98.2677921	98.2677921
30.20348055	30.20348055	102.0410597	102.0410597
47.80817983	47.80817983	101.1161324	101.1161324
15.10940142	15.10940142	88.78223271	88.78223271
20.77102686	20.77102686	84.29532155	84.29532155
25.3346718	25.3346718	83.88674499	83.88674499
48.19132902	48.19132902	66.17226724	66.17226724
33.81592318	33.81592318	71.38867975	71.38867975
37.02424297	37.02424297	61.87771011	61.87771011
37.92608974	37.92608974	63.66278767	63.66278767
40.69011728	40.69011728	65.25963374	65.25963374
7.666360012	7.666360012	29.23968	29.23968
49.17276456	49.17276456	49.55442884	49.55442884
33.21124782	33.21124782	41.9356043	41.9356043
25.73217193	25.73217193	38.38005974	38.38005974
40.29205196	40.29205196	45.67122122	45.67122122
36.15608595	36.15608595	46.74552243	46.74552243
44.72510451	44.72510451	29.80649931	29.80649931
14.77066825	14.77066825	17.00066864	17.00066864
47.266674	47.266674	31.92785869	31.92785869
50.99642367	50.99642367	19.28402691	19.28402691
17.79438111	17.79438111	40.22029226	40.22029226
14.88032012	14.88032012	36.20919492	36.20919492
30.16433188	30.16433188	16.92951985	16.92951985
40.22927423	40.22927423	8.650549612	8.650549612
15.28544678	15.28544678	47.12374597	47.12374597
15.00908293	15.00908293	22.9972674	22.9972674
0	0	38.54799749	38.54799749
23.07681171	23.07681171	17.90150947	17.90150947
14.39322049	14.39322049	26.73067227	26.73067227
0	0	8.487649173	8.487649173
0	0	24.97628576	24.97628576
23.04682027	23.04682027	8.516088079	8.516088079
14.94752081	14.94752081	19.00272354	19.00272354
10.49400109	10.49400109	21.65881287	21.65881287
25.32063669	25.32063669	11.64481374	11.64481374
14.90748738	14.90748738	17.17861178	17.17861178
22.71070562	22.71070562	12.69908438	12.69908438
22.53670378	22.53670378	4.264901566	4.264901566
43.67925667	43.67925667	36.07377762	36.07377762
32.60204801	32.60204801	25.81494333	25.81494333
37.49063564	37.49063564	23.30643672	23.30643672
